Age,Gender,Annual_Income,Spending_Score,Purchase_History,Frequency_Visits,Product_Preference,Membership,Online_Shopping,Feedback_Score,Customer_Segment
49,Female,78008,8,693,49,Electronics,No,Never,1,High-Value
57,Male,53639,77,1315,40,Electronics,Yes,Frequent,4,High-Value
55,Female,29240,49,1706,39,Others,No,Rarely,5,High-Value
57,Female,50450,92,967,2,Others,Yes,Never,5,High-Value
43,Male,43111,77,970,46,Groceries,Yes,Occasional,2,High-Value
46,Female,18129,77,1276,4,Groceries,No,Occasional,2,High-Value
67,Male,46754,34,258,44,Others,Yes,Rarely,4,High-Value
19,Male,36480,12,643,17,Fashion,Yes,Rarely,4,Mid-Value
22,Male,69891,55,894,6,Fashion,No,Rarely,2,High-Value
21,Female,39546,10,1436,21,Groceries,No,Frequent,4,High-Value
26,Male,56284,61,896,34,Home & Living,No,Rarely,2,High-Value
54,Male,60075,35,1598,32,Groceries,Yes,Never,2,High-Value
52,Male,71351,44,685,37,Groceries,No,Frequent,5,High-Value
58,Male,58671,71,705,29,Fashion,No,Never,5,High-Value
62,Male,16324,2,1369,39,Electronics,Yes,Never,3,High-Value
28,Female,52093,35,534,29,Electronics,Yes,Rarely,3,High-Value
48,Female,66966,54,115,24,Groceries,Yes,Never,2,Mid-Value
47,Male,59324,62,253,8,Groceries,No,Never,5,Mid-Value
66,Male,51266,20,335,25,Others,Yes,Rarely,1,Mid-Value
33,Male,10441,35,597,52,Home & Living,Yes,Occasional,5,High-Value
50,Female,60264,12,60,51,Fashion,Yes,Never,5,Mid-Value
39,Male,41377,8,-447,40,Groceries,Yes,Rarely,3,Low-Value
40,Female,56458,51,623,20,Groceries,Yes,Rarely,3,High-Value
36,Male,32834,87,1123,30,Electronics,Yes,Never,1,High-Value
30,Male,64935,95,1674,31,Electronics,Yes,Occasional,2,High-Value
37,Female,71001,24,1096,46,Electronics,No,Occasional,5,High-Value
55,Male,10937,63,1332,24,Others,Yes,Never,3,High-Value
40,Female,39754,26,1340,16,Home & Living,Yes,Occasional,4,High-Value
34,Female,84177,27,1496,10,Electronics,Yes,Occasional,2,High-Value
24,Female,63253,11,1152,7,Groceries,Yes,Frequent,3,High-Value
43,Female,49262,3,1230,42,Electronics,Yes,Never,4,High-Value
69,Male,43647,87,1529,40,Fashion,No,Rarely,1,High-Value
26,Male,61017,32,869,1,Fashion,Yes,Rarely,2,Mid-Value
44,Female,26109,73,1682,2,Groceries,Yes,Never,1,High-Value
33,Female,37006,92,1320,52,Fashion,Yes,Rarely,4,High-Value
32,Male,53952,83,1431,44,Home & Living,No,Frequent,4,High-Value
31,Female,40672,6,650,23,Fashion,No,Frequent,3,Mid-Value
52,Male,35589,11,1349,18,Fashion,No,Never,5,High-Value
51,Male,59144,37,533,43,Home & Living,Yes,Never,5,High-Value
35,Male,73750,60,1407,36,Others,No,Never,4,High-Value
67,Male,55936,59,916,44,Electronics,No,Frequent,3,High-Value
38,Female,71565,43,839,10,Fashion,Yes,Never,3,High-Value
41,Male,57825,25,246,15,Groceries,Yes,Frequent,5,Low-Value
20,Female,60501,48,160,5,Fashion,Yes,Rarely,4,Low-Value
31,Male,58819,61,1241,50,Fashion,No,Rarely,1,High-Value
65,Male,23915,7,1173,41,Home & Living,Yes,Never,3,High-Value
69,Female,43788,83,295,41,Electronics,No,Occasional,1,High-Value
36,Female,42807,16,1608,26,Electronics,Yes,Occasional,5,High-Value
18,Male,65746,41,1429,44,Others,Yes,Rarely,5,High-Value
47,Male,64643,64,1242,48,Fashion,No,Rarely,4,High-Value
41,Female,24427,91,1246,30,Groceries,No,Frequent,3,High-Value
30,Female,37892,100,962,41,Home & Living,No,Frequent,2,High-Value
20,Male,39034,13,1021,19,Groceries,Yes,Rarely,3,High-Value
23,Male,62134,57,1852,33,Groceries,No,Occasional,3,High-Value
44,Female,46635,60,1075,2,Home & Living,No,Rarely,3,High-Value
26,Female,44048,56,1743,19,Electronics,No,Never,5,High-Value
30,Male,61866,18,1247,32,Electronics,No,Rarely,1,High-Value
47,Male,33824,79,1682,5,Electronics,Yes,Never,3,High-Value
44,Female,38007,81,851,16,Others,Yes,Occasional,3,High-Value
52,Female,51645,82,497,37,Electronics,No,Never,1,High-Value
51,Male,63126,70,1272,30,Home & Living,No,Never,4,High-Value
21,Male,43488,100,1317,17,Groceries,No,Never,2,High-Value
30,Male,43976,82,164,27,Groceries,Yes,Never,4,High-Value
52,Female,52134,100,1539,33,Others,No,Occasional,5,High-Value
34,Male,55636,29,1355,27,Home & Living,No,Rarely,1,High-Value
25,Male,47518,35,629,6,Fashion,Yes,Never,3,Mid-Value
18,Male,55237,85,664,23,Others,Yes,Frequent,1,High-Value
34,Female,53281,14,872,52,Electronics,No,Rarely,4,High-Value
67,Male,59254,84,191,50,Electronics,Yes,Never,4,High-Value
25,Female,45658,23,1449,26,Home & Living,Yes,Rarely,5,High-Value
47,Female,39087,65,604,25,Home & Living,Yes,Rarely,1,High-Value
37,Female,49670,69,454,9,Fashion,No,Occasional,3,Mid-Value
37,Female,45468,72,818,13,Fashion,No,Occasional,2,High-Value
60,Female,25699,63,912,18,Home & Living,No,Rarely,1,High-Value
47,Male,47448,96,721,20,Electronics,Yes,Never,3,High-Value
67,Female,45182,49,1220,24,Groceries,Yes,Never,1,High-Value
49,Female,29615,17,140,2,Fashion,Yes,Rarely,5,Low-Value
39,Female,67852,45,230,33,Electronics,Yes,Occasional,3,Mid-Value
38,Female,61739,32,934,21,Fashion,No,Frequent,4,High-Value
25,Female,56252,86,1212,51,Home & Living,Yes,Never,5,High-Value
54,Female,44999,58,209,29,Fashion,No,Frequent,5,Mid-Value
38,Female,47580,68,1460,34,Fashion,No,Rarely,3,High-Value
37,Male,31049,2,1342,10,Others,Yes,Frequent,1,High-Value
40,Male,28762,73,861,18,Others,Yes,Occasional,2,High-Value
28,Male,36934,72,1544,17,Fashion,No,Frequent,5,High-Value
43,Male,31483,50,110,5,Groceries,Yes,Never,1,Low-Value
25,Female,53126,82,1466,23,Groceries,Yes,Never,5,High-Value
67,Female,73256,60,1456,24,Home & Living,No,Never,4,High-Value
25,Female,41174,43,1909,12,Groceries,Yes,Rarely,3,High-Value
19,Male,47916,16,1122,34,Fashion,Yes,Never,1,High-Value
43,Male,45354,14,786,31,Groceries,Yes,Occasional,3,High-Value
34,Male,47383,72,757,3,Groceries,Yes,Never,1,High-Value
64,Female,30877,97,1092,12,Home & Living,No,Never,5,High-Value
58,Male,44900,77,1639,21,Home & Living,Yes,Rarely,4,High-Value
46,Male,61125,12,365,11,Home & Living,No,Rarely,2,Low-Value
42,Male,40861,11,924,46,Electronics,No,Occasional,3,High-Value
49,Female,24356,9,15,22,Electronics,Yes,Never,3,Low-Value
60,Male,62500,67,656,10,Home & Living,Yes,Frequent,4,High-Value
27,Male,50328,58,1176,2,Electronics,No,Never,5,High-Value
67,Male,61795,75,1083,36,Electronics,No,Never,3,High-Value
23,Male,68039,23,1633,24,Electronics,No,Never,3,High-Value
22,Female,76441,56,1066,22,Fashion,Yes,Never,3,High-Value
54,Male,73205,20,1278,22,Fashion,Yes,Never,3,High-Value
54,Female,45785,45,584,26,Others,Yes,Never,3,High-Value
38,Female,46864,34,804,6,Electronics,No,Frequent,4,Mid-Value
60,Male,51962,17,-91,39,Electronics,Yes,Frequent,5,Mid-Value
66,Male,68210,97,658,17,Home & Living,No,Rarely,4,High-Value
30,Male,45040,16,767,30,Electronics,Yes,Frequent,4,High-Value
50,Male,59429,71,890,10,Home & Living,No,Frequent,5,High-Value
55,Male,47130,28,890,1,Electronics,No,Occasional,3,Mid-Value
29,Female,64006,21,568,40,Groceries,Yes,Frequent,5,High-Value
20,Male,51433,36,1798,14,Home & Living,Yes,Never,3,High-Value
18,Male,50070,79,922,3,Groceries,Yes,Frequent,5,High-Value
40,Male,55514,71,1030,7,Fashion,No,Never,4,High-Value
29,Female,71550,43,1303,47,Others,No,Frequent,1,High-Value
21,Female,49389,67,1023,34,Fashion,Yes,Never,4,High-Value
24,Male,77055,94,542,43,Groceries,Yes,Occasional,2,High-Value
29,Female,45234,70,346,44,Home & Living,Yes,Never,2,High-Value
44,Male,63157,88,503,35,Fashion,No,Occasional,3,High-Value
20,Male,52466,3,1269,31,Home & Living,Yes,Rarely,4,High-Value
65,Male,62315,49,1062,29,Electronics,Yes,Frequent,1,High-Value
23,Female,47701,17,456,26,Others,No,Frequent,4,Mid-Value
20,Female,54931,28,154,23,Fashion,Yes,Occasional,1,Mid-Value
36,Male,60020,96,1189,18,Electronics,Yes,Rarely,5,High-Value
30,Female,73243,66,1640,7,Fashion,No,Never,3,High-Value
53,Female,54438,3,722,12,Home & Living,Yes,Frequent,5,Mid-Value
51,Female,26692,43,488,24,Fashion,Yes,Never,3,Mid-Value
36,Female,48526,91,1290,33,Fashion,Yes,Never,2,High-Value
52,Female,41133,94,903,16,Home & Living,No,Frequent,3,High-Value
41,Female,53323,14,610,51,Home & Living,Yes,Never,2,High-Value
63,Male,51844,65,604,24,Others,No,Occasional,2,High-Value
35,Female,22641,51,872,6,Others,No,Never,2,High-Value
67,Male,65255,82,-114,21,Groceries,No,Rarely,2,Mid-Value
36,Male,64827,87,720,22,Fashion,Yes,Rarely,4,High-Value
45,Female,66565,81,671,22,Others,Yes,Frequent,1,High-Value
40,Male,22090,97,274,4,Home & Living,No,Frequent,3,Mid-Value
54,Male,15936,6,1247,51,Fashion,No,Rarely,5,High-Value
69,Female,45473,94,1691,21,Fashion,No,Rarely,4,High-Value
61,Female,55233,46,1540,9,Groceries,Yes,Never,3,High-Value
45,Female,65877,19,972,40,Electronics,Yes,Frequent,2,High-Value
27,Female,62583,38,28,7,Electronics,Yes,Rarely,1,Low-Value
37,Male,46938,55,196,45,Home & Living,Yes,Rarely,4,High-Value
30,Female,26954,39,495,51,Groceries,Yes,Frequent,4,High-Value
48,Female,49420,33,1633,10,Groceries,No,Never,1,High-Value
48,Male,31118,96,829,16,Fashion,No,Frequent,3,High-Value
18,Female,51134,52,1297,12,Groceries,Yes,Never,4,High-Value
43,Male,14195,2,660,8,Home & Living,Yes,Frequent,3,Mid-Value
51,Female,85835,33,742,31,Others,Yes,Frequent,1,High-Value
48,Male,58961,95,1384,22,Electronics,No,Frequent,3,High-Value
41,Female,58917,23,930,6,Groceries,No,Rarely,2,Mid-Value
24,Female,53143,49,789,21,Home & Living,No,Frequent,2,High-Value
51,Male,15695,14,666,30,Home & Living,Yes,Frequent,4,High-Value
43,Female,66256,94,942,27,Others,Yes,Never,4,High-Value
50,Female,13655,1,569,24,Fashion,No,Never,5,Mid-Value
22,Female,46216,27,887,41,Others,No,Never,1,High-Value
57,Male,28021,24,1581,7,Fashion,No,Frequent,4,High-Value
60,Male,65288,95,1208,27,Others,No,Rarely,5,High-Value
50,Female,46507,17,1743,48,Electronics,Yes,Rarely,4,High-Value
51,Female,45345,6,193,46,Groceries,Yes,Frequent,3,Mid-Value
66,Female,67544,38,778,42,Groceries,Yes,Occasional,3,High-Value
47,Female,75370,46,906,31,Fashion,Yes,Occasional,2,High-Value
50,Male,45858,91,721,2,Fashion,Yes,Rarely,2,High-Value
25,Male,37879,40,1306,47,Others,No,Frequent,3,High-Value
22,Female,24998,85,2165,12,Fashion,Yes,Occasional,4,High-Value
62,Male,57975,32,1858,42,Groceries,No,Rarely,4,High-Value
52,Male,56877,47,761,3,Electronics,Yes,Occasional,2,Mid-Value
35,Female,50185,84,847,18,Groceries,Yes,Rarely,2,High-Value
55,Male,81818,26,1085,2,Electronics,Yes,Rarely,5,Mid-Value
53,Female,39557,92,1280,52,Fashion,Yes,Frequent,3,High-Value
28,Female,42183,26,1114,26,Others,No,Occasional,3,High-Value
22,Male,31583,73,1567,7,Home & Living,No,Occasional,1,High-Value
22,Male,34546,25,91,27,Electronics,Yes,Rarely,5,Mid-Value
42,Male,58164,99,1380,39,Fashion,Yes,Never,1,High-Value
41,Male,45976,15,1122,26,Fashion,No,Never,3,High-Value
68,Male,17295,61,825,47,Electronics,Yes,Never,4,High-Value
27,Male,51655,64,1215,22,Home & Living,No,Frequent,4,High-Value
42,Male,25991,62,282,7,Groceries,Yes,Occasional,1,Mid-Value
32,Male,58286,8,450,33,Others,Yes,Rarely,2,Mid-Value
40,Female,55496,91,1137,37,Others,No,Never,2,High-Value
51,Female,44280,92,1069,39,Electronics,No,Occasional,4,High-Value
66,Female,39891,64,760,27,Home & Living,Yes,Occasional,1,High-Value
20,Female,38804,77,-25,49,Others,No,Rarely,5,High-Value
18,Male,69096,33,466,32,Home & Living,Yes,Frequent,3,High-Value
25,Male,53897,94,1693,33,Home & Living,No,Never,4,High-Value
38,Female,23381,80,1090,39,Groceries,No,Never,2,High-Value
45,Male,54768,73,1355,15,Electronics,Yes,Occasional,3,High-Value
52,Female,38479,80,1862,14,Fashion,Yes,Frequent,1,High-Value
59,Male,59353,26,1933,41,Home & Living,No,Rarely,4,High-Value
35,Male,79136,56,315,6,Fashion,Yes,Rarely,2,Mid-Value
23,Female,61084,27,806,14,Electronics,Yes,Rarely,5,Mid-Value
41,Female,41337,42,845,16,Fashion,Yes,Never,3,High-Value
61,Male,34494,66,1062,11,Home & Living,No,Never,5,High-Value
68,Female,44314,92,464,50,Fashion,No,Never,3,High-Value
21,Female,35111,5,1559,3,Fashion,No,Rarely,4,High-Value
24,Female,46002,51,456,29,Home & Living,No,Rarely,1,High-Value
29,Female,37409,37,1051,2,Groceries,No,Never,5,High-Value
18,Male,42386,61,754,21,Fashion,Yes,Frequent,1,High-Value
31,Female,42417,53,793,28,Fashion,Yes,Never,4,High-Value
39,Male,46396,94,857,15,Electronics,No,Rarely,5,High-Value
21,Female,35786,63,1280,8,Electronics,Yes,Rarely,3,High-Value
31,Female,33787,53,1116,41,Groceries,No,Occasional,2,High-Value
38,Female,18228,43,832,41,Groceries,Yes,Never,1,High-Value
44,Female,45878,78,1617,22,Others,Yes,Frequent,4,High-Value
40,Male,76107,68,1199,31,Electronics,Yes,Never,1,High-Value
61,Female,50193,43,792,40,Others,No,Occasional,4,High-Value
22,Female,32736,70,1232,14,Others,Yes,Occasional,2,High-Value
45,Male,45419,79,1599,13,Fashion,Yes,Frequent,5,High-Value
28,Male,50523,90,680,5,Home & Living,Yes,Frequent,2,High-Value
31,Male,67771,49,510,27,Home & Living,No,Rarely,3,High-Value
46,Male,32557,20,938,12,Groceries,Yes,Occasional,3,Mid-Value
54,Male,71897,98,1024,50,Fashion,Yes,Occasional,1,High-Value
61,Male,74161,94,704,44,Fashion,No,Occasional,1,High-Value
31,Female,41207,23,1086,41,Others,No,Never,3,High-Value
31,Male,54183,78,455,9,Electronics,No,Never,5,High-Value
55,Male,45091,21,1046,28,Home & Living,No,Frequent,5,High-Value
53,Male,56965,62,1127,41,Electronics,Yes,Never,3,High-Value
41,Male,39078,22,1940,34,Electronics,Yes,Never,3,High-Value
62,Male,46938,41,2021,15,Others,No,Rarely,4,High-Value
32,Male,51872,18,1021,37,Others,No,Occasional,4,High-Value
20,Female,50046,71,722,51,Home & Living,Yes,Frequent,1,High-Value
57,Male,59503,93,1992,51,Fashion,No,Frequent,2,High-Value
20,Female,34334,72,726,50,Electronics,Yes,Never,2,High-Value
59,Female,50552,12,457,24,Others,Yes,Occasional,3,Mid-Value
48,Female,62232,79,417,23,Electronics,Yes,Rarely,3,High-Value
58,Female,37868,79,967,23,Electronics,Yes,Occasional,3,High-Value
55,Male,28035,58,1307,19,Others,No,Frequent,3,High-Value
67,Female,72367,91,1264,38,Others,Yes,Never,2,High-Value
52,Male,45641,73,1748,35,Electronics,No,Rarely,3,High-Value
25,Male,66788,83,1286,26,Others,No,Occasional,5,High-Value
52,Female,38190,81,1324,40,Home & Living,No,Occasional,2,High-Value
66,Male,46264,49,743,40,Fashion,No,Occasional,5,High-Value
48,Male,76787,91,1594,23,Home & Living,Yes,Never,4,High-Value
41,Female,65329,47,2054,3,Fashion,Yes,Occasional,5,High-Value
69,Male,22720,39,1042,1,Others,Yes,Frequent,5,High-Value
36,Male,36370,8,446,8,Others,Yes,Rarely,2,Low-Value
60,Female,56043,70,826,19,Fashion,Yes,Occasional,4,High-Value
31,Male,37061,51,1394,26,Home & Living,Yes,Never,4,High-Value
43,Male,81669,91,1744,5,Others,Yes,Never,1,High-Value
40,Female,51150,11,1189,43,Fashion,No,Occasional,2,High-Value
59,Male,55072,60,918,7,Others,No,Occasional,5,High-Value
45,Male,41062,91,1434,39,Home & Living,Yes,Occasional,5,High-Value
27,Male,55485,4,754,15,Home & Living,No,Never,3,Mid-Value
50,Male,41010,75,734,45,Groceries,Yes,Rarely,3,High-Value
66,Male,39697,53,1325,2,Home & Living,No,Never,1,High-Value
57,Female,24000,57,1720,11,Groceries,No,Rarely,1,High-Value
59,Female,76779,87,357,16,Electronics,Yes,Occasional,5,High-Value
56,Female,45830,66,1223,36,Others,Yes,Frequent,4,High-Value
35,Female,61136,58,889,12,Fashion,Yes,Rarely,1,High-Value
31,Female,63551,39,904,48,Home & Living,No,Occasional,5,High-Value
50,Female,45308,90,944,15,Others,Yes,Frequent,2,High-Value
51,Female,27595,92,781,15,Groceries,No,Frequent,4,High-Value
59,Female,41532,88,1109,15,Home & Living,Yes,Rarely,2,High-Value
57,Female,50000,24,1510,17,Fashion,Yes,Rarely,2,High-Value
18,Male,42972,50,905,40,Others,Yes,Never,1,High-Value
25,Male,35710,99,1535,39,Home & Living,Yes,Never,1,High-Value
29,Male,48640,70,940,1,Electronics,Yes,Rarely,1,High-Value
42,Male,47480,19,1433,46,Electronics,No,Occasional,1,High-Value
29,Male,36500,68,730,41,Others,No,Occasional,1,High-Value
24,Male,54277,75,473,23,Others,Yes,Occasional,3,High-Value
30,Female,39308,14,1566,2,Groceries,No,Occasional,3,High-Value
51,Male,49781,97,1524,34,Groceries,No,Frequent,1,High-Value
51,Male,33892,15,1402,46,Home & Living,Yes,Never,3,High-Value
58,Female,51615,2,1136,32,Groceries,No,Occasional,5,High-Value
69,Male,43206,78,1619,51,Fashion,Yes,Never,1,High-Value
68,Male,35471,63,1028,19,Groceries,No,Never,5,High-Value
69,Male,26321,15,1526,50,Home & Living,Yes,Frequent,2,High-Value
34,Female,51636,59,1143,52,Fashion,Yes,Rarely,4,High-Value
38,Male,54896,25,624,39,Groceries,No,Rarely,3,High-Value
26,Male,40351,81,533,3,Home & Living,No,Occasional,4,High-Value
37,Male,52022,29,1705,5,Groceries,No,Occasional,5,High-Value
18,Female,37024,42,430,19,Fashion,No,Occasional,5,Mid-Value
61,Male,65093,4,1678,45,Electronics,No,Rarely,5,High-Value
66,Female,57649,33,897,19,Fashion,No,Occasional,3,High-Value
62,Female,37030,78,997,31,Fashion,Yes,Rarely,1,High-Value
21,Male,48334,77,1555,5,Fashion,Yes,Never,5,High-Value
44,Male,24433,54,1189,19,Home & Living,No,Occasional,1,High-Value
54,Female,56856,73,1177,50,Home & Living,No,Never,3,High-Value
59,Female,46137,51,715,45,Groceries,No,Never,1,High-Value
35,Female,53701,71,957,5,Others,No,Occasional,5,High-Value
65,Male,36524,1,975,44,Home & Living,Yes,Frequent,2,High-Value
49,Female,76263,24,1346,39,Fashion,No,Never,4,High-Value
63,Female,50433,15,-196,15,Others,No,Frequent,1,Low-Value
51,Female,72547,15,919,25,Electronics,Yes,Frequent,4,High-Value
50,Male,44271,42,148,8,Fashion,No,Occasional,3,Low-Value
28,Male,49206,58,-33,32,Fashion,Yes,Rarely,5,Mid-Value
26,Female,46274,89,1727,20,Fashion,No,Rarely,3,High-Value
69,Female,28436,88,333,10,Groceries,Yes,Rarely,3,High-Value
50,Female,42350,44,1236,24,Home & Living,No,Occasional,3,High-Value
31,Male,28101,79,1802,35,Fashion,No,Frequent,4,High-Value
37,Female,65984,22,1016,40,Electronics,Yes,Never,5,High-Value
53,Female,41378,55,2020,31,Others,Yes,Rarely,5,High-Value
38,Female,58426,86,1325,41,Others,Yes,Frequent,4,High-Value
57,Female,15366,41,1340,4,Electronics,Yes,Rarely,5,High-Value
24,Male,53157,52,843,4,Groceries,No,Never,2,High-Value
45,Female,25511,62,1282,48,Fashion,Yes,Rarely,4,High-Value
25,Male,43350,94,752,10,Groceries,Yes,Never,2,High-Value
61,Female,43796,14,1227,48,Electronics,Yes,Occasional,5,High-Value
53,Male,59298,59,688,1,Home & Living,No,Frequent,2,Mid-Value
45,Male,36777,51,1304,44,Groceries,No,Never,2,High-Value
69,Male,63666,77,600,52,Home & Living,No,Never,5,High-Value
25,Male,67156,75,944,33,Electronics,Yes,Never,1,High-Value
38,Female,42493,11,1514,30,Home & Living,Yes,Never,1,High-Value
42,Male,47060,54,175,25,Home & Living,No,Never,2,Mid-Value
48,Male,50579,97,1727,25,Home & Living,No,Frequent,3,High-Value
23,Female,61861,23,610,28,Fashion,Yes,Frequent,3,Mid-Value
29,Female,50909,91,788,38,Electronics,No,Frequent,5,High-Value
39,Male,58526,81,1358,40,Groceries,No,Occasional,5,High-Value
55,Female,82268,40,2101,36,Groceries,No,Never,2,High-Value
22,Male,41446,5,382,16,Groceries,No,Frequent,3,Low-Value
68,Male,19376,75,1706,52,Electronics,No,Never,2,High-Value
30,Male,61145,14,818,24,Groceries,Yes,Rarely,5,High-Value
51,Male,64496,5,760,50,Fashion,Yes,Frequent,5,High-Value
24,Female,33606,48,1912,30,Home & Living,Yes,Frequent,4,High-Value
49,Male,53423,74,1676,6,Groceries,Yes,Rarely,2,High-Value
64,Female,72939,37,571,19,Groceries,Yes,Never,4,Mid-Value
55,Male,75482,65,874,49,Others,No,Never,4,High-Value
62,Male,38840,47,787,29,Others,No,Rarely,1,High-Value
34,Female,50365,54,409,42,Fashion,Yes,Frequent,2,High-Value
28,Male,51986,53,1659,48,Fashion,Yes,Frequent,2,High-Value
56,Female,49063,28,321,20,Fashion,Yes,Rarely,3,Mid-Value
54,Female,42056,87,951,5,Others,No,Frequent,5,High-Value
29,Female,49916,60,1527,16,Fashion,Yes,Occasional,1,High-Value
67,Female,47216,50,350,33,Home & Living,No,Frequent,3,High-Value
63,Male,40754,24,189,15,Others,Yes,Frequent,5,Low-Value
39,Female,55175,21,1127,1,Electronics,Yes,Never,5,Mid-Value
20,Male,73028,9,603,15,Fashion,Yes,Rarely,4,Mid-Value
63,Female,42867,89,843,45,Electronics,No,Rarely,1,High-Value
30,Male,42186,43,1406,31,Others,No,Frequent,5,High-Value
65,Male,54897,64,553,23,Fashion,No,Occasional,5,High-Value
30,Male,21339,85,702,16,Fashion,No,Never,2,High-Value
61,Female,62026,74,1176,30,Home & Living,Yes,Frequent,3,High-Value
53,Female,32035,78,363,4,Groceries,Yes,Occasional,4,Mid-Value
62,Male,49884,8,1302,30,Groceries,No,Frequent,5,High-Value
38,Male,33755,91,1544,9,Electronics,No,Rarely,4,High-Value
38,Female,55702,17,840,28,Home & Living,No,Never,2,High-Value
26,Male,55986,34,1538,11,Others,Yes,Rarely,4,High-Value
63,Male,39561,65,1494,9,Others,Yes,Rarely,1,High-Value
26,Female,36892,49,1510,31,Groceries,Yes,Rarely,5,High-Value
41,Female,54496,28,1473,42,Home & Living,No,Occasional,2,High-Value
68,Female,55268,46,283,37,Home & Living,Yes,Frequent,2,High-Value
64,Male,35867,39,1113,36,Others,Yes,Never,5,High-Value
27,Female,63489,36,909,17,Others,Yes,Frequent,5,High-Value
31,Male,43480,92,952,32,Groceries,No,Occasional,5,High-Value
19,Male,33669,42,424,23,Fashion,No,Never,1,Mid-Value
25,Female,42493,99,807,15,Others,No,Frequent,2,High-Value
36,Female,45992,8,1592,41,Fashion,Yes,Rarely,1,High-Value
49,Female,46870,94,981,7,Groceries,Yes,Occasional,1,High-Value
40,Female,30193,94,683,45,Others,Yes,Never,4,High-Value
24,Female,50244,40,588,6,Others,Yes,Occasional,1,Mid-Value
43,Male,55920,87,484,16,Groceries,Yes,Rarely,5,High-Value
46,Female,38074,2,789,15,Home & Living,No,Rarely,4,Mid-Value
24,Male,66595,67,479,16,Home & Living,Yes,Frequent,1,High-Value
65,Male,49833,24,1518,16,Others,No,Rarely,1,High-Value
47,Male,59854,28,1337,6,Home & Living,No,Occasional,5,High-Value
57,Female,59684,90,1572,52,Groceries,Yes,Occasional,5,High-Value
54,Female,78561,13,1209,37,Electronics,Yes,Never,4,High-Value
54,Male,45261,88,976,8,Others,Yes,Never,3,High-Value
54,Female,80765,38,1039,49,Electronics,Yes,Never,4,High-Value
36,Male,14508,3,1682,32,Electronics,No,Frequent,5,High-Value
18,Male,10918,44,624,2,Others,Yes,Rarely,4,Mid-Value
21,Female,35340,79,1595,8,Groceries,Yes,Rarely,5,High-Value
61,Female,52664,56,672,15,Home & Living,Yes,Occasional,1,High-Value
29,Female,58159,68,901,24,Fashion,No,Rarely,2,High-Value
48,Female,29377,65,1547,6,Others,No,Occasional,2,High-Value
27,Male,68507,43,1239,52,Fashion,No,Frequent,2,High-Value
66,Male,42898,25,1500,49,Groceries,Yes,Frequent,4,High-Value
49,Female,27141,24,383,49,Fashion,No,Frequent,5,High-Value
61,Female,30451,33,1089,42,Home & Living,No,Frequent,1,High-Value
41,Female,47405,18,397,38,Electronics,Yes,Occasional,1,Mid-Value
54,Female,50908,77,917,30,Home & Living,Yes,Frequent,3,High-Value
52,Male,69107,15,910,41,Fashion,Yes,Never,4,High-Value
33,Male,28098,89,90,22,Groceries,Yes,Rarely,1,High-Value
61,Female,23174,5,983,31,Electronics,No,Rarely,3,High-Value
58,Male,34016,80,1234,13,Others,Yes,Never,3,High-Value
34,Female,48417,75,1649,45,Fashion,Yes,Frequent,3,High-Value
25,Male,60710,19,906,45,Groceries,Yes,Never,1,High-Value
68,Male,56040,99,620,25,Home & Living,Yes,Rarely,1,High-Value
65,Male,47790,91,915,16,Others,Yes,Never,4,High-Value
19,Male,51839,56,1450,37,Electronics,Yes,Rarely,4,High-Value
36,Male,85018,72,917,31,Groceries,Yes,Rarely,4,High-Value
26,Male,72492,25,950,2,Fashion,No,Never,3,Mid-Value
69,Female,46725,66,463,48,Others,Yes,Occasional,3,High-Value
18,Male,38831,20,996,28,Fashion,No,Never,3,High-Value
64,Male,60087,55,499,47,Fashion,Yes,Rarely,1,High-Value
22,Female,59808,1,1527,36,Electronics,No,Rarely,3,High-Value
24,Female,46434,7,1538,19,Electronics,Yes,Frequent,3,High-Value
22,Female,70302,41,912,10,Fashion,No,Occasional,4,High-Value
21,Female,64842,8,356,42,Fashion,No,Occasional,4,Mid-Value
63,Male,21735,51,454,10,Home & Living,No,Occasional,1,Mid-Value
54,Male,46911,36,1057,16,Fashion,No,Occasional,5,High-Value
25,Male,61488,61,869,51,Home & Living,No,Never,5,High-Value
46,Female,55342,50,1192,11,Others,No,Never,4,High-Value
53,Male,53034,97,821,24,Groceries,Yes,Rarely,1,High-Value
29,Male,40225,97,1273,49,Others,Yes,Never,1,High-Value
66,Male,49381,26,501,29,Groceries,Yes,Rarely,1,Mid-Value
33,Female,64159,97,1124,28,Electronics,No,Occasional,5,High-Value
32,Female,62682,1,1453,22,Home & Living,Yes,Rarely,2,High-Value
68,Male,49844,23,346,22,Others,Yes,Never,1,Mid-Value
67,Female,61235,67,1265,10,Others,Yes,Frequent,1,High-Value
39,Male,65377,71,1176,2,Groceries,No,Never,2,High-Value
29,Female,41679,72,1183,48,Others,Yes,Occasional,2,High-Value
35,Female,42148,72,1054,10,Groceries,Yes,Frequent,5,High-Value
63,Male,47567,20,924,25,Groceries,No,Rarely,4,High-Value
27,Female,43030,20,1364,19,Others,Yes,Occasional,4,High-Value
21,Female,60871,87,1824,3,Home & Living,No,Frequent,5,High-Value
29,Female,64863,73,1396,26,Fashion,Yes,Frequent,5,High-Value
23,Male,72398,49,1229,7,Fashion,Yes,Never,5,High-Value
